,Game,Platform,Gener,Publisher,North_America,Europe,Japan,Rest_of _World,Global,Good_Sale,Count_Games
7399,Pong / Asteroids / Yars' Revenge,GBA,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,0,73
7400,Pong: The Next Level,PS,Puzzle,Hasbro Interactive,0.56,0.38,0.0,0.07,1.01,2,13
7401,Pony Friends,DS,Simulation,Eidos Interactive,0.0,0.04,0.0,0.01,0.04,0,121
7402,Pony Friends 2,DS,Simulation,Eidos Interactive,0.24,0.13999999999999999,0.0,0.04,0.41000000000000003,0,121
7403,Pony Friends: Mini Breeds Edition,DS,Simulation,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,0,121
7404,Pony Luv,DS,Simulation,GSP,0.02,0.0,0.0,0.0,0.02,0,14
7405,Pool Hall Pro,Wii,Sports,Playlogic Game Factory,0.04,0.0,0.0,0.0,0.05,0,10
7406,Pool Party,Wii,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,0,30
7407,Pop Cutie! Street Fashion Simulation,DS,Simulation,Tecmo Koei,0.06,0.0,0.0,0.0,0.06,0,249
7408,Pop Cutie! Street Fashion Simulation (JP sales),DS,Simulation,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,0,249
7409,Pop'n Music,Wii,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,0,637
7410,Pop'n Music 12 Iroha,PS2,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,0,637
7411,Pop'n Music 13 Carnival,PS2,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,0,637
7412,Pop'n Music 14 Fever!,PS2,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,0,637
7413,Pop'n Music Portable,PSP,Misc,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,0,637
7414,Pop'n Music Portable 2,PSP,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,0,637
7415,Pop'n TwinBee: Rainbow Bell Adventure,SNES,Platform,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,0,637
7416,PopCap Arcade Vol 1,X360,Puzzle,PopCap Games,0.04,0.0,0.0,0.0,0.04,0,10
7417,PopCap Arcade Vol 2,X360,Misc,PopCap Games,0.03,0.0,0.0,0.0,0.03,0,10
7418,PopCap Hits!,X360,Misc,PopCap Games,0.0,0.02,0.0,0.0,0.02,0,10
7419,PopCap Hits! Vol 2,X360,Misc,Mastertronic,0.0,0.02,0.0,0.0,0.02,0,12
7420,PopStar Guitar,Wii,Misc,Midway Games,0.05,0.03,0.0,0.0,0.09,0,101
7421,Popeye,NES,Platform,Nintendo,1.01,0.15,0.45,0.03,1.6400000000000001,0,665
7422,Popeye: Rush for Spinach,GBA,Platform,Atari,0.02,0.01,0.0,0.0,0.03,0,277
7423,Populous DS,DS,Strategy,Rising Star Games,0.07,0.0,0.02,0.01,0.09,0,81
7424,Populous: The Beginning,PS,Strategy,Electronic Arts,0.05,0.04,0.0,0.01,0.09,0,598
7425,Porky's,2600,Action,20th Century Fox Video Games,0.23,0.01,0.0,0.0,0.25,0,5
7426,Porsche Challenge,PS,Racing,Sony Computer Entertainment,0.05,0.03,0.0,0.01,0.09,0,617
7427,Port Royale 2,PC,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,0,2
7428,Port Royale 3,PS3,Simulation,Kalypso Media,0.12,0.0,0.0,0.02,0.14,0,22
7429,Portable Island: Tenohira Resort,PSP,Simulation,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0,765
7430,Portal 2,X360,Shooter,Valve Software,2.57,1.41,0.030000000000000002,0.51,4.54,2,1
7431,Portal Runner,PS2,Platform,3DO,0.06,0.05,0.0,0.02,0.13,0,30
7432,Post Mortem,PC,Adventure,Microids,0.0,0.01,0.0,0.0,0.02,0,6
7433,Postman Pat: Special Delivery Service,DS,Misc,GSP,0.0,0.01,0.0,0.0,0.01,0,14
7434,Poupee Girl DS,DS,Misc,Alvion,0.0,0.0,0.02,0.0,0.02,0,2
7435,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,Misc,Alvion,0.0,0.0,0.02,0.0,0.02,0,2
7436,Power Gig: Rise of the SixString,PS3,Misc,Unknown,0.24,0.0,0.0,0.02,0.26,0,148
7437,Power Play Pool,DS,Sports,System 3 Arcade Software,0.03,0.0,0.0,0.0,0.04,0,9
7438,Power Pocket Koushien,DS,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,0,637
7439,Power Poke Dash,GBA,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,0,637
7440,Power Pro GB,GB,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,0,637
7441,Power Pro Kun Pocket,GB,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,0,637
7442,Power Pro Kun Pocket 1+2,GBA,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.15,0,637
7443,Power Pro Kun Pocket 10,DS,Sports,Konami Digital Entertainment,0.0,0.0,0.3,0.0,0.3,0,637
7444,Power Pro Kun Pocket 11,DS,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29,0,637
7445,Power Pro Kun Pocket 12,DS,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,0,637
7446,Power Pro Kun Pocket 13,DS,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,0,637
7447,Power Pro Kun Pocket 14,DS,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,0,637
7448,Power Pro Kun Pocket 2,GB,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.0,0.25,0,637
7449,Power Pro Kun Pocket 3,GBA,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.01,0.28,0,637
7450,Power Pro Kun Pocket 4,GBA,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.01,0.29,0,637
7451,Power Pro Kun Pocket 5,GBA,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.01,0.26,0,637
7452,Power Pro Kun Pocket 6,GBA,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.01,0.3,0,637
7453,Power Pro Kun Pocket 8,DS,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,0,637
7454,Power Pro Kun Pocket 9,DS,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,0,637
7455,Power Pro Success Legends,PSP,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,0,637
7456,Power Rangers Double Pack,GBA,Action,THQ,0.11,0.04,0.0,0.0,0.16,0,394
7457,Power Rangers Samurai,Wii,Action,Namco Bandai Games,0.53,0.06,0.0,0.04,0.64,0,765
7458,Power Rangers Super Megaforce ,3DS,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,0,765
7459,Power Rangers: Dino Thunder,PS2,Action,THQ,1.01,0.48000000000000004,0.0,0.11,1.6,0,394
7460,Power Rangers: Ninja Storm,GBA,Misc,THQ,0.24,0.09,0.0,0.01,0.33,0,394
7461,Power Rangers: S.P.D.,GBA,Action,THQ,0.31,0.12,0.0,0.01,0.44,0,394
7462,Power Rangers: Super Legends,PS2,Action,Disney Interactive Studios,0.15000000000000002,0.08,0.0,0.03,0.24000000000000002,0,110
7463,Power Rangers: Time Force,PS,Action,THQ,0.32,0.16999999999999998,0.0,0.02,0.52,0,394
7464,Power Rangers: Wild Force,GBA,Action,THQ,0.15,0.05,0.0,0.0,0.21,0,394
7465,Power Shovel,PS,Action,JVC,0.03,0.02,0.0,0.0,0.06,0,8
7466,Power Spike Pro Beach Volleyball,PS,Sports,Infogrames,0.03,0.02,0.0,0.0,0.05,0,47
7467,Power Stakes,PS,Sports,Aques,0.0,0.0,0.15,0.01,0.16,0,1
7468,Power Stone,DC,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14,0,121
7469,Power Stone Collection,PSP,Action,Capcom,0.08,0.0,0.0,0.01,0.1,0,266
7470,PowerSlave,PS,Shooter,BMG Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,0,7
7471,PowerUp Heroes,X360,Fighting,Ubisoft,0.18,0.09,0.0,0.03,0.3,0,564
7472,Powerbike,DS,Racing,Majesco Entertainment,0.01,0.0,0.0,0.0,0.02,0,81
7473,Powerdrome,PS2,Racing,Evolved Games,0.04,0.02,0.0,0.01,0.060000000000000005,0,4
7474,Powerful Golf,DS,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,0,637
7475,Poy Poy,PS,Action,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,0,637
7476,Poyo Poyo Kansatsu Nikki,3DS,Action,IE Institute,0.0,0.0,0.02,0.0,0.02,0,5
7477,Practise English!,DS,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73,0,665
7478,Praetorians,PC,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,0,121
7479,Predator: Concrete Jungle,PS2,Action,Vivendi Games,0.17,0.09000000000000001,0.0,0.03,0.30000000000000004,0,86
7480,Prehistorik Man,GBA,Platform,THQ,0.01,0.01,0.0,0.0,0.02,0,394
7481,Press Your Luck 2010 Edition,Wii,Misc,Ubisoft,0.51,0.0,0.0,0.04,0.55,0,564
7482,Pressure Cooker,2600,Action,Activision,0.14,0.01,0.0,0.0,0.15,0,401
7483,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,0,765
7484,Pretty Rhythm Rainbow Live: Kira Kira My * Design,3DS,Misc,Takara Tomy,0.0,0.0,0.08,0.0,0.08,0,38
7485,Pretty Rhythm: My Deco Rainbow Wedding,3DS,Misc,Takara Tomy,0.0,0.0,0.08,0.0,0.08,0,38
7486,Prey,X360,Shooter,Take-Two Interactive,0.27,0.06,0.0,0.04,0.35,0,194
7487,Prey the Stars,DS,Action,Tecmo Koei,0.07,0.0,0.0,0.01,0.07,0,249
7488,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0,765
7489,PriPara Mezameyo! Megami no Dress Design,3DS,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,0,38
7490,PriPara Mezase! Idol Grand Prix No.1!,3DS,Misc,Takara Tomy,0.0,0.0,0.11,0.0,0.11,0,38
7491,Pride FC: Fighting Championships,PS2,Fighting,THQ,0.15,0.11,0.0,0.04,0.3,0,394
7492,Primal,PS2,Action,Sony Computer Entertainment,0.21,0.17,0.0,0.06,0.43,0,617
7493,Primal Rage,PS,Fighting,Time Warner Interactive,0.06,0.04,0.0,0.01,0.11,0,5
7494,Prince of Persia,PS3,Action,Ubisoft,1.01,0.74,0.05,0.27,2.08,1,564
7495,Prince of Persia (2008),PC,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,0,564
7496,Prince of Persia Trilogy,PS3,Action,Ubisoft,0.17,0.24,0.0,0.09,0.5,0,564
7497,Prince of Persia: Revelations,PSP,Adventure,Ubisoft,0.18,0.01,0.0,0.02,0.21,0,564
7498,Prince of Persia: Rival Swords,Wii,Action,Ubisoft,0.32,0.04,0.0,0.03,0.39999999999999997,0,564
7499,Prince of Persia: The Fallen King,DS,Action,Ubisoft,0.06,0.0,0.0,0.0,0.07,0,564
7500,Prince of Persia: The Forgotten Sands,PS3,Action,Ubisoft,0.8200000000000001,0.95,0.02,0.31,2.09,1,564
7501,Prince of Persia: The Sands of Time,PS2,Action,Ubisoft,1.81,1.46,0.0,0.36,3.6300000000000003,2,564
7502,Prince of Persia: The Two Thrones,PS2,Action,Ubisoft,1.01,0.27,0.0,0.12,1.41,0,564
7503,Prince of Persia: Warrior Within,PS2,Action,Ubisoft,1.17,1.2,0.0,0.27,2.64,1,564
7504,Prince of Stride,PSV,Adventure,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,0,14
7505,Princess Arthur,PSP,Misc,Idea Factory,0.0,0.0,0.01,0.0,0.01,0,131
7506,Princess Debut,DS,Misc,Cave,0.1,0.0,0.0,0.01,0.1,0,10
7507,Princess Frontier Portable,PSP,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,0,43
7508,Princess Isabella: A Witch's Curse,DS,Adventure,GSP,0.07,0.03,0.0,0.01,0.1,0,14
7509,Princess Maker 2,SAT,Simulation,Micro Cabin,0.0,0.0,0.08,0.0,0.08,0,3
7510,Princess Maker: Yumemiru Yosei,PS,Strategy,Sony Computer Entertainment,0.0,0.0,0.18,0.01,0.19,0,617
7511,"Princess Natasha: Student, Secret Agent, Princess",DS,Action,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,0,73
7512,Princess Saver! Eternal Love for My Lady,PS2,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02,0,6
7513,Princess in Love,DS,Simulation,DTP Entertainment,0.07,0.0,0.0,0.01,0.08,0,33
7514,Princess on Ice,DS,Sports,505 Games,0.04,0.01,0.0,0.0,0.05,0,143
7515,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,Platform,Nippon Ichi Software,0.05,0.0,0.03,0.01,0.1,0,86
7516,Prinny: Can I Really Be the Hero?,PSP,Platform,Tecmo Koei,0.03,0.0,0.05,0.01,0.09,0,249
7517,Prism Ark: Awake,PS2,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,0,47
7518,Prism: Light the Way,DS,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,0,121
7519,Prison Architect,PS4,Action,Introversion Software,0.02,0.01,0.0,0.01,0.04,0,1
7520,Prison Break: The Conspiracy,PS3,Action,Deep Silver,0.12000000000000001,0.26,0.0,0.07,0.45999999999999996,0,69
7521,Prisoner of War,XB,Adventure,Atari,0.06,0.02,0.0,0.0,0.08,0,277
7522,Pro Angler Moves,PS3,Sports,"Interworks Unlimited, Inc.",0.01,0.0,0.0,0.0,0.01,0,1
7523,Pro Baseball Spirits 2015,PS3,Action,Konami Digital Entertainment,0.0,0.0,0.28,0.0,0.28,0,637
7524,Pro Cast Sports Fishing,XB,Sports,Capcom,0.02,0.01,0.0,0.0,0.03,0,266
7525,Pro Cycling Manager 2016,PS4,Sports,Focus Home Interactive,0.0,0.1,0.0,0.01,0.11,0,40
7526,Pro Evolution Soccer,PS2,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,0,637
7527,Pro Evolution Soccer 2008,PS2,Sports,Konami Digital Entertainment,0.27999999999999997,3.37,1.3,3.5100000000000002,8.46,2,637
7528,Pro Evolution Soccer 2008 (JP sales),DS,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,0,637
7529,Pro Evolution Soccer 2010,PS3,Sports,Konami Digital Entertainment,0.73,2.64,0.87,1.73,5.9799999999999995,2,637
7530,Pro Evolution Soccer 2011 3D,3DS,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,0,637
7531,Pro Evolution Soccer 2012,PS3,Action,Konami Digital Entertainment,0.64,1.56,0.93,0.5,3.65,2,637
7532,Pro Evolution Soccer 2013,PS3,Sports,Konami Digital Entertainment,0.31,1.02,0.83,0.32,2.46,1,637
7533,Pro Evolution Soccer 2014,PS3,Action,Konami Digital Entertainment,0.1,0.6799999999999999,0.8400000000000001,0.03,1.64,0,637
7534,Pro Evolution Soccer 2015,PS4,Sports,Konami Digital Entertainment,0.27,0.89,0.32999999999999996,0.18,1.67,0,637
7535,Pro Evolution Soccer 2016,PS4,Sports,Konami Digital Entertainment,0.3,0.69,0.28,0.16,1.4400000000000002,0,637
7536,Pro Evolution Soccer 2017,PS4,Sports,Konami Digital Entertainment,0.05,0.39,0.16999999999999998,0.060000000000000005,0.6900000000000001,0,637
7537,Pro Farm 1,PC,Simulation,Excalibur Publishing,0.0,0.06,0.0,0.01,0.07,0,4
7538,Pro Fishing Challenge,XB,Sports,Atlus,0.02,0.0,0.0,0.0,0.02,0,58
7539,Pro Pinball,PS,Misc,Empire Interactive,0.23,0.15,0.0,0.03,0.41,1,35
7540,Pro Pinball: Big Race USA,PS,Simulation,Take-Two Interactive,0.37,0.25,0.0,0.04,0.66,0,194
7541,Pro Race Driver,PS2,Racing,Codemasters,0.16,0.11,0.0,0.03,0.31,0,75
7542,Pro Rally,GC,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.02,0,564
7543,Pro Wrestling,NES,Fighting,Nintendo,0.77,0.18,1.42,0.03,2.4,1,665
7544,Pro Yaky? Spirits 2010,PSP,Sports,Konami Digital Entertainment,0.0,0.0,0.55,0.0,0.55,0,637
7545,Pro Yaky? Spirits 2011,PSP,Sports,Konami Digital Entertainment,0.0,0.0,0.49,0.0,0.49,0,637
7546,Pro Yaky? Spirits 2012,PSP,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,0,637
7547,Pro Yaky? Spirits 2013,PS3,Sports,Konami Digital Entertainment,0.0,0.0,0.46,0.0,0.46,0,637
7548,Pro Yaky? Spirits 2014,PS3,Sports,Konami Digital Entertainment,0.0,0.0,0.30000000000000004,0.0,0.30000000000000004,0,637
7549,Pro Yaky? Spirits 3,PS2,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,0,637
7550,Pro Yaky? Spirits 4,PS2,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,0,637
7551,Pro Yaky? Spirits 5,PS2,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29,0,637
7552,Pro Yaky? Spirits 6,PS3,Sports,Konami Digital Entertainment,0.0,0.0,0.28,0.0,0.28,0,637
7553,Pro Yakyuu Family Stadium,NES,Sports,Namco Bandai Games,0.15,0.0,2.0799999999999996,0.0,2.23,1,765
7554,Pro Yakyuu Family Stadium '87,NES,Sports,Namco Bandai Games,0.12,0.0,1.3,0.0,1.42,0,765
7555,Pro Yakyuu Family Stadium '88,NES,Sports,Namco Bandai Games,0.1,0.0,1.08,0.0,1.18,0,765
7556,Pro Yakyuu Famista 2011,3DS,Sports,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0,765
7557,Pro Yakyuu Famista DS,DS,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,0,765
7558,Pro Yakyuu Famista DS 2009,DS,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,0,765
7559,Pro Yakyuu Famista DS 2010,DS,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0,765
7560,Pro Yakyuu Greatest Nine '97,SAT,Sports,Sega,0.0,0.0,0.21,0.0,0.21,0,469
7561,Pro Yakyuu Greatest Nine 98,SAT,Sports,Sega,0.0,0.0,0.09,0.0,0.09,0,469
7562,Pro Yakyuu Netsu Star 2006,PS2,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,0,765
7563,Pro Yakyuu Netsu Star 2007,PS2,Sports,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0,765
7564,Pro Yakyuu Spirits 5 Kanzenban,PS2,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,0,637
7565,Pro Yakyuu Team o Tsukurou!,SAT,Sports,Sega,0.0,0.0,0.67,0.0,0.67,0,469
7566,Pro Yakyuu Team o Tsukurou! 2,PS2,Sports,Sega,0.0,0.0,0.34,0.0,0.34,0,469
7567,Professional Farmer 2016,PS4,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.02,0,765
7568,Professional Fisherman's Tour: Northern Hemisphere,DS,Sports,505 Games,0.16,0.0,0.0,0.01,0.17,0,143
7569,Professor Heinz Wolff's Gravity,Wii,Puzzle,Deep Silver,0.08,0.12,0.0,0.02,0.22000000000000003,0,69
7570,Professor Layton and the Azran Legacy,3DS,Puzzle,Nintendo,0.0,0.48,0.25,0.03,0.75,0,665
7571,Professor Layton and the Curious Village,DS,Puzzle,Nintendo,1.21,2.43,1.03,0.52,5.19,2,665
7572,Professor Layton and the Diabolical Box,DS,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,2,665
7573,Professor Layton and the Last Specter,DS,Puzzle,Nintendo,0.28,1.39,0.68,0.32,2.67,1,665
7574,Professor Layton and the Mask of Miracle,3DS,Puzzle,Nintendo,0.32,0.97,0.36,0.13,1.79,0,665
7575,Professor Layton and the Unwound Future,DS,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26,2,665
7576,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.8,1,24
7577,Project CARS,PS4,Racing,Slightly Mad Studios,0.31,0.95,0.02,0.19,1.48,2,1
7578,Project Eden,PS2,Action,Eidos Interactive,0.04,0.03,0.0,0.01,0.09,0,121
7579,Project FIFA World Cup,PS2,Sports,Electronic Arts,0.0,0.0,0.1,0.0,0.1,0,598
7580,Project Gotham Racing,XB,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12,1,178
7581,Project Gotham Racing (JP weekly sales),XB,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1,1,178
7582,Project Gotham Racing 2 (JP weekly sales),XB,Action,Microsoft Game Studios,0.0,0.0,0.03,0.0,0.03,0,178
7583,Project Hacker: Kakusei,DS,Action,Nintendo,0.0,0.0,0.1,0.0,0.1,0,665
7584,Project Overkill,PS,Shooter,Konami Digital Entertainment,0.14,0.09,0.0,0.02,0.25,0,637
7585,Project Runway,Wii,Simulation,Atari,0.23,0.0,0.0,0.02,0.25,0,277
7586,Project Setsuna,PS4,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11,0,152
7587,Project Spark,XOne,Misc,Microsoft Game Studios,0.11,0.05,0.0,0.02,0.17,0,178
7588,Project Sylpheed: Arc of Deception,X360,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15,0,178
7589,Project V6,PS,Strategy,General Entertainment,0.0,0.0,0.13,0.01,0.14,0,1
7590,Project X Zone,3DS,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39,0,765
7591,Project X Zone 2: Brave New World,3DS,Role-Playing,Namco Bandai Games,0.05,0.03,0.08,0.01,0.17,0,765
7592,Project: Horned Owl,PS,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11,0,617
7593,Project: Snowblind,PS2,Action,Eidos Interactive,0.18,0.1,0.0,0.03,0.32,0,121
7594,Prototype: Biohazard Bundle,PS4,Action,Activision,0.02,0.0,0.0,0.0,0.03,0,401
7595,Pryzm Chapter One: The Dark Unicorn,PS2,Adventure,TDK Mediactive,0.06,0.05,0.0,0.02,0.12,0,26
7596,Psi-Ops: The Mindgate Conspiracy,PS2,Shooter,Midway Games,0.27,0.15,0.0,0.05,0.45999999999999996,0,101
7597,Psychedelica of the Black Butterfly,PSV,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,0,131
7598,Psychic Detective,PS,Adventure,Electronic Arts,0.01,0.0,0.0,0.0,0.01,0,598
7599,Psychic Force,PS,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16,0,114
7600,Psycho-Pass,XOne,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0,47
7601,Psycho-Pass: Mandatory Happiness,PS4,Adventure,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.06,0,86
7602,Psychonauts,XB,Platform,THQ,0.14,0.07,0.0,0.01,0.21,0,394
7603,Pucca Power Up,DS,Platform,Rising Star Games,0.04,0.01,0.0,0.0,0.05,0,81
7604,Puchi Puchi Virus,DS,Puzzle,Jaleco,0.07,0.0,0.0,0.01,0.08,0,19
7605,Puella Magi Madoka Magica Portable,PSP,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0,765
7606,Pulse Racer,XB,Racing,Jaleco,0.01,0.0,0.0,0.0,0.02,0,19
7607,Pump It Up: Exceed,PS2,Misc,Mastiff,0.04,0.02,0.0,0.01,0.08,0,10
7608,Punch King,GBA,Fighting,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05,0,114
7609,Punch-Out!!,Wii,Sports,Nintendo,0.0,0.22,0.05,0.0,0.27,0,665
7610,Puppet Show 3: Lost Town,PC,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,0,40
7611,Puppeteer,PS3,Platform,Sony Computer Entertainment Europe,0.11,0.08,0.02,0.04,0.26,1,11
7612,Puppies 3D,3DS,Misc,Ubisoft,0.08,0.04,0.0,0.01,0.13,0,564
7613,Puppy Luv: Spa and Resort,DS,Simulation,Activision,0.4,0.0,0.0,0.03,0.44,0,401
7614,Puppy Palace,DS,Simulation,Ubisoft,0.35,0.0,0.0,0.03,0.38,0,564
7615,Pure,X360,Racing,Disney Interactive Studios,1.7999999999999998,1.17,0.0,0.39,3.3600000000000003,2,110
7616,Pure Futbol,PS3,Sports,Ubisoft,0.14,0.21000000000000002,0.0,0.06,0.42,0,564
7617,Pure Pinball,XB,Misc,XS Games,0.03,0.01,0.0,0.0,0.04,0,8
7618,Purr Pals,DS,Simulation,THQ,0.44,0.35,0.0,0.04,0.8400000000000001,0,394
7619,Pursuit Force,PSP,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.01,0.16,0,617
7620,Pursuit Force: Extreme Justice,PSP,Action,Sony Computer Entertainment,0.07,0.06,0.0,0.03,0.17,0,617
7621,Puss in Boots,X360,Action,THQ,0.54,0.05,0.0,0.05,0.63,0,394
7622,Putty Squad,PS4,Platform,System 3,0.06999999999999999,0.08,0.0,0.04,0.19,0,1
7623,Puyo Pop,GBA,Puzzle,Sega,0.04,0.01,0.0,0.0,0.05,0,469
7624,Puyo Pop Fever,PSP,Puzzle,Ignition Entertainment,0.01,0.0,0.04,0.0,0.05,0,48
7625,Puyo Pop Fever (JP sales),DS,Puzzle,Ignition Entertainment,0.0,0.0,0.09,0.0,0.09,0,48
7626,Puyo Pop Fever(us sales),DS,Puzzle,Ignition Entertainment,0.03,0.0,0.0,0.0,0.03,0,48
7627,Puyo Puyo 7,DS,Puzzle,Sega,0.0,0.0,0.38,0.0,0.38,0,469
7628,Puyo Puyo Sun,SAT,Puzzle,Compile,0.0,0.0,0.6,0.0,0.6,1,6
7629,Puyo Puyo Sun 64,N64,Puzzle,Compile,0.0,0.0,0.16,0.03,0.19,0,6
7630,Puyo Puyo Sun Ketteiban,PS,Puzzle,Compile,0.0,0.0,1.07,0.07,1.15,2,6
7631,Puyo Puyo Tetris,3DS,Puzzle,Sega,0.0,0.0,0.22,0.0,0.22,0,469
7632,Puyo Puyo! 15th Anniversary,DS,Puzzle,Sega,0.0,0.0,0.30000000000000004,0.0,0.30000000000000004,0,469
7633,Puyo Puyo!! 20th Anniversary,DS,Puzzle,Sega,0.0,0.0,0.27,0.0,0.27,0,469
7634,Puzzle & Action: Tant-R,GEN,Misc,Sega,0.0,0.0,0.03,0.0,0.03,0,469
7635,Puzzle & Dragons,3DS,Role-Playing,GungHo,0.0,0.0,1.51,0.0,1.51,2,12
7636,Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,Action,GungHo,0.0,0.0,0.22,0.0,0.22,0,12
7637,Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,Puzzle,Nintendo,0.06,0.07,0.34,0.01,0.48,0,665
7638,Puzzle Challenge: Crosswords and More!,PSP,Puzzle,Crave Entertainment,0.22,0.01,0.0,0.01,0.25,0,36
7639,Puzzle Chronicles,PSP,Puzzle,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,0,637
7640,Puzzle City,DS,Puzzle,Destineer,0.02,0.0,0.0,0.0,0.02,0,37
7641,Puzzle Guzzle,PSP,Puzzle,DHM Interactive,0.02,0.0,0.0,0.0,0.02,0,3
